Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
1231	 1.08584	 2.19499	 4.83020	 6.53708	 1.07820	 2.51289	 4.88037	 0.08178	 0.09798	 0.72935	-1348.011910342	-1401706.206228833	53694.295886811
1232	 1.11851	 2.09684	 4.61878	 6.84723	 1.02552	 2.57901	 4.97287	 0.08147	 0.09761	 0.72664	-1348.402635258	-1401785.118665363	53382.483407300
1233	 1.12264	 2.21785	 4.63583	 6.61602	 0.99184	 2.69566	 4.99122	 0.08177	 0.09797	 0.72932	-1348.376294827	-1401729.240207483	53352.945380656
1234	 1.15743	 2.37493	 4.65283	 6.64028	 0.94894	 2.70554	 5.00953	 0.08207	 0.09833	 0.74971	-1348.620351743	-1401788.076169888	53167.724426533
1235	 1.21092	 2.29491	 4.57571	 6.32936	 0.95054	 2.71010	 5.01797	 0.08221	 0.09850	 0.75098	-1348.451752954	-1401726.119307525	53274.366353519
1236	 1.27653	 2.36985	 4.73166	 6.51216	 0.91564	 2.72097	 5.03809	 0.08254	 0.09889	 0.75399	-1348.597587282	-1401699.791292927	53102.204010879
1237	 1.28086	 2.34660	 4.49149	 6.53427	 0.88872	 2.73021	 5.18574	 0.08282	 0.09923	 0.75655	-1348.532881666	-1401723.501701268	53190.620035014
1238	 1.35165	 2.20146	 4.67332	 6.55803	 0.86822	 2.81765	 5.20460	 0.08312	 0.09959	 0.75930	-1348.567904427	-1401688.891022211	53120.986594719
1239	 1.35079	 2.13639	 4.86553	 6.90610	 0.86521	 2.71999	 5.18659	 0.08284	 0.09924	 0.75667	-1348.570000309	-1401715.568237868	53145.567928381
1240	 1.28658	 2.10295	 4.59095	 6.95469	 0.82567	 2.72844	 5.20270	 0.08309	 0.09955	 0.75902	-1348.389410156	-1401683.322051019	53293.911895296
1241	 1.31648	 2.02579	 4.38231	 7.24342	 0.84108	 2.59621	 5.22025	 0.08337	 0.09989	 0.76158	-1348.525218211	-1401772.695086692	53247.476875520
1242	 1.37458	 2.11786	 4.39494	 7.26430	 0.84350	 2.60370	 5.23530	 0.08361	 0.10018	 0.76378	-1348.386250445	-1401678.596618245	53292.346173166
1243	 1.39645	 2.17965	 4.26648	 7.24318	 0.87354	 2.59613	 5.27847	 0.08337	 0.09988	 0.76156	-1348.398554715	-1401707.637803686	53309.083088626
1244	 1.34523	 2.27708	 4.08958	 7.36230	 0.87067	 2.58760	 5.26113	 0.08310	 0.09956	 0.75906	-1348.281511453	-1401682.242521753	53400.731068280
1245	 1.28878	 2.27434	 4.30433	 7.84761	 0.90185	 2.45540	 5.25480	 0.08300	 0.09944	 0.73717	-1348.195722714	-1401664.998491886	53469.275778062
1246	 1.25603	 2.18645	 4.31907	 7.51600	 0.93901	 2.46381	 5.27280	 0.08328	 0.09978	 0.73191	-1348.242345438	-1401681.837439792	53439.492001744
1247	 1.21947	 2.13306	 4.45005	 7.53431	 0.97354	 2.46981	 5.15032	 0.08348	 0.10002	 0.73369	-1348.272938358	-1401686.187855601	53413.249497804
1248	 1.21947	 2.04107	 4.39253	 7.15553	 0.92872	 2.54390	 5.15032	 0.08348	 0.10002	 0.73369	-1348.209677172	-1401689.974704513	53480.297532757
1249	 1.21561	 1.96979	 4.37861	 7.42215	 0.92577	 2.53584	 5.02726	 0.08322	 0.09970	 0.73137	-1348.286579801	-1401674.577647950	53387.997846704
1250	 1.16282	 2.06818	 4.23211	 7.63452	 0.95626	 2.53123	 5.01813	 0.08307	 0.09952	 0.73004	-1348.261859342	-1401655.029638570	53393.170296230
1251	 1.11443	 2.09919	 4.02976	 7.86665	 0.95833	 2.53670	 5.29001	 0.08325	 0.09974	 0.73162	-1348.479998501	-1401677.318416307	53197.319915341
1252	 1.13763	 2.05115	 3.87502	 7.57093	 0.95634	 2.60054	 5.27903	 0.08307	 0.09953	 0.73010	-1348.455396137	-1401729.351253593	53273.955116960
1253	 1.13356	 1.94203	 4.06095	 7.80886	 0.91207	 2.59123	 5.26013	 0.08278	 0.09917	 0.72748	-1348.549327595	-1401746.528930726	53197.201335442
1254	 1.17723	 1.84980	 4.19402	 8.21492	 0.95487	 2.65092	 5.27921	 0.08308	 0.09953	 0.73012	-1348.420093913	-1401726.372094135	53306.278180914
1255	 1.13424	 1.80151	 4.33557	 8.18765	 0.98536	 2.64213	 5.26169	 0.08280	 0.09920	 0.72770	-1348.559074926	-1401704.468773101	53145.393847108
1256	 1.16819	 1.85945	 4.23652	 8.59321	 0.96472	 2.64920	 5.09977	 0.08302	 0.09947	 0.72965	-1348.522932555	-1401680.973457414	53158.040902180
1257	 1.11463	 1.86972	 4.22333	 8.28567	 0.97503	 2.64095	 5.27941	 0.08276	 0.09916	 0.72737	-1348.398357269	-1401636.135405474	53237.778136059
1258	 1.05459	 1.88712	 3.98374	 8.64434	 0.98365	 2.63248	 5.26247	 0.08250	 0.09884	 0.72504	-1348.550816020	-1401706.712807290	53155.896786830
1259	 1.05235	 1.77718	 3.79766	 8.62599	 0.98156	 2.62689	 5.25130	 0.08232	 0.09863	 0.72350	-1348.550247752	-1401747.752032780	53197.504280830
1260	 1.09966	 1.84458	 3.69968	 8.92181	 0.98491	 2.52151	 5.26924	 0.08261	 0.09897	 0.72597	-1348.363883445	-1401681.952417862	53318.068972607
1261	 1.06323	 1.77163	 3.52036	 9.24380	 1.01735	 2.52595	 5.27852	 0.08275	 0.09914	 0.72725	-1348.434407969	-1401675.185646574	53240.777677821
1262	 1.10253	 1.70042	 3.45692	 8.71455	 1.01308	 2.51536	 5.25638	 0.08240	 0.09873	 0.72420	-1348.558456893	-1401696.319678841	53137.862785804
1263	 1.05611	 1.74566	 3.58712	 8.51532	 0.97073	 2.52437	 5.27522	 0.08270	 0.09908	 0.72680	-1348.323620495	-1401696.008410971	53372.387915792
1264	 1.09715	 1.72552	 3.51509	 8.53959	 1.01700	 2.53157	 5.29026	 0.08293	 0.09936	 0.72887	-1348.152520712	-1401688.419565036	53535.898853346
1265	 1.15250	 1.81908	 3.66349	 8.92714	 1.00042	 2.53906	 5.30592	 0.08318	 0.09966	 0.73103	-1348.436921999	-1401742.427796013	53305.505797294
1266	 1.12386	 1.81664	 3.78433	 8.51773	 1.02623	 2.45900	 5.29881	 0.08307	 0.09952	 0.73005	-1348.450308457	-1401759.122825636	53308.814368794
1267	 1.08273	 1.74175	 3.86043	 8.56049	 0.98806	 2.46883	 5.32000	 0.08340	 0.09992	 0.73297	-1348.294866496	-1401715.085105216	53420.218609322
1268	 1.04052	 1.65129	 3.76965	 8.87961	 0.98524	 2.52855	 5.30478	 0.08316	 0.09964	 0.73087	-1348.255139140	-1401667.878196188	53412.739056516
1269	 1.00394	 1.64910	 3.83910	 9.22929	 0.98393	 2.52519	 5.29772	 0.08305	 0.09950	 0.72990	-1348.264947420	-1401671.608107495	53406.660687701
1270	 0.98838	 1.64437	 3.65868	 8.75824	 0.93379	 2.58571	 5.28255	 0.08281	 0.09922	 0.72781	-1348.338850303	-1401736.190617943	53397.340314528
1271	 0.98910	 1.67138	 3.66136	 8.76464	 0.98507	 2.58760	 5.28640	 0.08287	 0.10166	 0.72834	-1348.332219327	-1401753.674626406	53421.455298915
1272	 0.98910	 1.59967	 3.55275	 9.06035	 1.00459	 2.58760	 5.28640	 0.08287	 0.10166	 0.72834	-1348.393057922	-1401770.911637798	53377.853715952
1273	 1.02769	 1.59531	 3.58024	 8.81819	 0.95146	 2.49434	 5.27198	 0.08265	 0.10139	 0.72635	-1348.299119325	-1401730.324308820	53431.204983932
1274	 0.99404	 1.59896	 3.44886	 8.54418	 0.95364	 2.50006	 5.18062	 0.08284	 0.10162	 0.72802	-1348.210972172	-1401679.515054489	53468.542882756
1275	 0.95653	 1.66167	 3.27867	 8.28751	 0.98847	 2.58488	 5.16260	 0.08255	 0.10126	 0.72548	-1348.169273204	-1401671.965790993	53502.692587006
1276	 0.96003	 1.62637	 3.19876	 8.00966	 1.02473	 2.72899	 5.18145	 0.08285	 0.10163	 0.72813	-1348.502222991	-1401695.942130274	53193.719139171
1277	 1.00194	 1.70713	 3.30477	 8.16185	 0.99586	 2.61919	 5.16231	 0.08254	 0.10126	 0.72544	-1348.417884754	-1401678.873330145	53260.988576554
1278	 0.96691	 1.64179	 3.46688	 8.57483	 1.03265	 2.62770	 4.99297	 0.08281	 0.10159	 0.70297	-1348.326220018	-1401734.920290776	53408.700272409
1279	 0.96926	 1.56975	 3.31394	 8.87679	 1.03516	 2.63409	 5.00511	 0.08301	 0.10183	 0.70468	-1348.249088609	-1401743.628139471	53494.539530386
1280	 0.97235	 1.62521	 3.39817	 8.57440	 1.00844	 2.53240	 5.02106	 0.08219	 0.10216	 0.70693	-1348.186657253	-1401698.972486144	53512.315232734
1281	 0.92887	 1.56068	 3.24927	 9.08801	 0.97075	 2.52411	 5.00461	 0.08192	 0.10182	 0.70461	-1348.346726860	-1401742.034525146	53395.307665192
1282	 0.94761	 1.53833	 3.13283	 9.43695	 0.92332	 2.51510	 4.98674	 0.08163	 0.10146	 0.70210	-1348.150853386	-1401727.104255306	53576.250869375
1283	 0.98898	 1.59162	 3.19005	10.16036	 0.97373	 2.52125	 4.99895	 0.08183	 0.10171	 0.70382	-1348.105159269	-1401700.960956977	53595.801687825
1284	 1.03014	 1.64729	 3.25503	10.32126	 1.00327	 2.60239	 5.16149	 0.08164	 0.10147	 0.70215	-1348.284334665	-1401697.341586232	53413.006921493
1285	 1.07560	 1.71486	 3.39580	10.29258	 0.98013	 2.57316	 5.14715	 0.08141	 0.10119	 0.70019	-1348.459287596	-1401734.785470947	53275.497874748
1286	 1.03572	 1.78704	 3.47098	10.27590	 0.93356	 2.52213	 5.25298	 0.08128	 0.10102	 0.69906	-1348.321573111	-1401736.807414225	53415.234303474
1287	 1.05633	 1.87639	 3.45787	 9.76393	 0.90497	 2.51261	 5.23315	 0.08097	 0.10064	 0.69642	-1348.310999759	-1401753.914518362	53442.914759787
1288	 1.09457	 1.81283	 3.67838	 9.36468	 0.94638	 2.41005	 5.39320	 0.08070	 0.10030	 0.69408	-1348.221357735	-1401718.679492233	53497.321757310
1289	 1.13612	 1.89415	 3.83621	 9.63207	 0.94803	 2.41426	 5.40261	 0.08084	 0.10048	 0.69530	-1348.103221178	-1401698.622260478	53595.401082218
1290	 1.10150	 1.78306	 3.80624	 9.64825	 0.91979	 2.46350	 5.46165	 0.08098	 0.10434	 0.69646	-1348.253735258	-1401682.810973356	53429.075715104
1291	 1.12326	 1.84319	 3.99344	 9.47797	 0.89255	 2.46003	 5.45396	 0.08086	 0.10420	 0.69548	-1348.236441132	-1401683.998447896	53447.557315767
1292	 1.11915	 1.83645	 3.97883	 9.47158	 0.85418	 2.45103	 5.27911	 0.08057	 0.10382	 0.69294	-1348.137644002	-1401596.531191409	53458.887189049
1293	 1.16204	 1.82971	 3.99070	 9.06473	 0.90896	 2.45833	 5.29486	 0.08081	 0.10412	 0.69500	-1348.210074507	-1401731.172544358	53521.098037476
1294	 1.20891	 1.77705	 4.23557	 8.72684	 0.92020	 2.46370	 5.09210	 0.08098	 0.10435	 0.69652	-1348.135382503	-1401713.149554212	53577.767050960
1295	 1.20516	 1.72859	 4.22246	 8.47418	 0.87199	 2.45608	 5.07634	 0.08073	 0.10403	 0.72795	-1348.312504409	-1401722.576578003	53410.072168571
1296	 1.15181	 1.72232	 4.41722	 8.64847	 0.92532	 2.53852	 5.24752	 0.08044	 0.10365	 0.72531	-1348.279163827	-1401727.662883489	53448.499056241
1297	 1.09908	 1.72723	 4.58252	 8.48608	 0.95955	 2.49807	 5.26248	 0.08067	 0.10395	 0.72738	-1348.190819442	-1401700.826038358	53510.006596626
1298	 1.09293	 1.61749	 4.79017	 8.03055	 0.99173	 2.48886	 5.24308	 0.08037	 0.10356	 0.72470	-1348.251464012	-1401710.875269006	53459.411257264
1299	 1.12136	 1.67517	 4.68411	 7.73868	 1.02827	 2.49576	 5.25761	 0.08060	 0.10385	 0.72671	-1348.125507230	-1401680.618527801	53555.111297443
1300	 1.17793	 1.74379	 4.53492	 7.49223	 1.03096	 2.50229	 5.27137	 0.08081	 0.10412	 0.72861	-1348.436126181	-1401729.080776453	53292.954595580
1301	 1.16494	 1.62751	 4.32767	 7.28685	 1.05342	 2.51265	 5.29319	 0.08114	 0.10455	 0.73163	-1348.447056687	-1401738.845289625	53291.788603050
1302	 1.20303	 1.62406	 4.31850	 6.88540	 1.09261	 2.50733	 5.28198	 0.08097	 0.10433	 0.73008	-1348.427275460	-1401690.902045068	53263.626585531
1303	 1.18259	 1.72747	 4.20297	 7.11496	 1.05895	 2.51721	 5.30280	 0.08129	 0.10474	 0.73295	-1348.341869636	-1401634.970677672	53293.101041964
1304	 1.21795	 1.78185	 3.94610	 6.62589	 1.00201	 2.50472	 5.55856	 0.08088	 0.10422	 0.72932	-1348.238323141	-1401649.881913310	53411.558772655
1305	 1.16005	 1.78670	 4.06300	 6.64391	 1.03021	 2.55864	 5.57368	 0.08110	 0.10451	 0.73130	-1348.492877819	-1401703.993394220	53211.115574953
1306	 1.12712	 1.71195	 3.90598	 6.63529	 1.06950	 2.63730	 5.56645	 0.08100	 0.10437	 0.73035	-1348.520766524	-1401683.738220413	53162.971696519
1307	 1.08132	 1.71792	 3.79877	 6.94173	 1.14469	 2.64649	 5.58584	 0.08128	 0.10474	 0.73290	-1348.714847562	-1401720.635757286	53005.788195646
1308	 1.02466	 1.76982	 3.91958	 7.25467	 1.18295	 2.64178	 5.57591	 0.08114	 0.10455	 0.73159	-1348.608420566	-1401683.959602672	53075.539036408
1309	 1.02802	 1.71058	 4.10903	 7.10080	 1.21961	 2.54047	 5.38268	 0.08140	 0.10489	 0.73399	-1348.374567998	-1401644.132802939	53269.564804520
1310	 1.05610	 1.79857	 4.11694	 7.58004	 1.18620	 2.45491	 5.39304	 0.08156	 0.10510	 0.73541	-1348.354566764	-1401727.086131735	53372.519367366
1311	 1.01408	 1.72309	 4.08085	 7.59431	 1.16583	 2.45953	 5.40319	 0.08171	 0.10529	 0.73679	-1348.393810940	-1401742.014103331	53348.203163336
1312	 0.97680	 1.78221	 3.91625	 7.32339	 1.16160	 2.45060	 5.19354	 0.08142	 0.10016	 0.70884	-1348.063414293	-1401688.968318220	53625.554025706
1313	 1.03739	 1.85868	 3.76878	 7.30313	 1.13470	 2.31437	 5.17916	 0.08119	 0.09988	 0.70688	-1348.136622301	-1401710.371299977	53573.748999147
1314	 1.08192	 1.89483	 3.53238	 7.52916	 1.17885	 2.25468	 5.16868	 0.08103	 0.09968	 0.70545	-1348.003942023	-1401669.265187641	53665.323164640
1315	 1.15844	 1.96062	 3.54174	 7.09845	 1.18198	 2.26065	 5.18238	 0.08124	 0.09994	 0.70732	-1348.058850738	-1401683.798939412	53624.948201885
1316	 1.13126	 1.86232	 3.42750	 7.40261	 1.14304	 2.26820	 5.19967	 0.08151	 0.10028	 0.70968	-1348.038873703	-1401660.659325978	53621.785623158
1317	 1.12735	 1.90059	 3.34416	 7.11126	 1.13910	 2.26037	 5.08018	 0.08123	 0.09993	 0.70723	-1348.082347301	-1401707.576990778	53625.229690073
1318	 1.18961	 1.80409	 3.21708	 7.30186	 1.18705	 2.25395	 5.20755	 0.07903	 0.09965	 0.70522	-1347.886115765	-1401654.830377029	53768.714611886
1319	 1.25870	 1.89190	 3.21427	 7.51133	 1.15072	 2.25199	 5.20301	 0.07896	 0.09956	 0.70461	-1347.952191859	-1401751.752468034	53799.560609454
1320	 1.30078	 1.96317	 3.07935	 7.50144	 1.19010	 2.24902	 5.42524	 0.07885	 0.09943	 0.70368	-1348.060405512	-1401752.531249472	53692.125737861
1321	 1.30776	 1.95133	 3.01118	 7.27999	 1.15705	 2.26109	 5.45435	 0.07928	 0.09996	 0.70746	-1348.092193402	-1401681.365324037	53589.171922159
1322	 1.29738	 1.89574	 2.85950	 7.48224	 1.16087	 2.26856	 5.34385	 0.07954	 0.10029	 0.70979	-1348.313315185	-1401683.279943158	53369.964757900
1323	 1.34011	 2.00259	 2.79168	 7.50335	 1.24999	 2.27496	 5.35893	 0.07976	 0.10058	 0.71179	-1348.181936849	-1401704.701966591	53522.765117208
1324	 1.31174	 2.08142	 2.63877	 7.70217	 1.31928	 2.28258	 5.37688	 0.08003	 0.10091	 0.71418	-1348.175898048	-1401690.883069512	53514.985021318
1325	 1.28350	 2.02986	 2.52205	 7.86579	 1.27941	 2.27775	 5.36550	 0.07986	 0.10070	 0.71267	-1348.142803003	-1401712.360153045	53569.557149628
1326	 1.22644	 1.91982	 2.64227	 7.87773	 1.33518	 2.28121	 5.37365	 0.07998	 0.10085	 0.71375	-1348.198091749	-1401668.242809306	53470.151060055
1327	 1.22963	 1.85587	 2.61675	 7.60815	 1.39765	 2.35670	 5.38765	 0.08019	 0.10111	 0.71561	-1348.128610550	-1401644.342214764	53515.731664843
1328	 1.29321	 1.79967	 2.75580	 7.59255	 1.43657	 2.35186	 5.37661	 0.08002	 0.10091	 0.71414	-1348.171190865	-1401635.634803076	53464.443937905
1329	 1.32368	 1.70389	 2.88041	 7.60054	 1.49822	 2.35434	 5.38227	 0.08011	 0.10101	 0.71489	-1348.192785839	-1401631.062168458	53438.276329851
1330	 1.39832	 1.65769	 2.82359	 7.25208	 1.56938	 2.41859	 5.38744	 0.08032	 0.10128	 0.71674	-1348.345451927	-1401664.588221219	53319.136294228
1331	 1.37035	 1.61430	 2.66935	 7.27119	 1.64225	 2.42496	 5.40163	 0.08053	 0.10154	 0.71863	-1348.389140669	-1401715.043253873	53325.902584493
1332	 1.34403	 1.65008	 2.75233	 7.67350	 1.56892	 2.35518	 5.59908	 0.08068	 0.10173	 0.71994	-1348.401379572	-1401693.438891888	53292.059320209
1333	 1.30207	 1.72069	 2.66983	 7.69387	 1.63417	 2.36143	 5.61395	 0.08089	 0.10200	 0.72186	-1348.527351506	-1401709.978124034	53182.626617849
1334	 1.33581	 1.71838	 2.75197	 7.37178	 1.63198	 2.43132	 5.60641	 0.08078	 0.10186	 0.72089	-1348.478036692	-1401707.113568020	53229.076875737
1335	 1.33889	 1.80688	 2.62542	 7.38877	 1.56761	 2.48175	 5.61933	 0.08510	 0.10209	 0.72255	-1348.375518574	-1401685.590056121	53310.071482230
1336	 1.38530	 1.80788	 2.70128	 7.60214	 1.56847	 2.48313	 5.42524	 0.08514	 0.10215	 0.72295	-1348.623381693	-1401740.158570063	53116.776876636
1337	 1.43733	 1.74324	 2.80436	 7.38414	 1.50258	 2.57079	 5.43921	 0.08536	 0.10241	 0.72481	-1348.453875063	-1401643.827607584	53189.952544915
1338	 1.38035	 1.70822	 2.92158	 7.19854	 1.62430	 2.57580	 5.63044	 0.08553	 0.10261	 0.72622	-1348.743316931	-1401711.862683625	52968.545753125
1339	 1.42173	 1.75603	 2.93725	 7.17987	 1.64460	 2.56912	 5.61583	 0.08531	 0.10890	 0.72434	-1348.747003410	-1401661.813857620	52914.810447232
1340	 1.51091	 1.66647	 2.75848	 7.40201	 1.59241	 2.62653	 5.62990	 0.08552	 0.10918	 0.72615	-1348.841515599	-1401696.508418920	52854.992819868
1341	 1.56128	 1.61806	 2.86399	 7.67895	 1.66838	 2.49246	 5.62990	 0.08552	 0.10918	 0.72615	-1348.699755319	-1401752.219929040	53052.464610424
1342	 1.62717	 1.52073	 3.01341	 7.91825	 1.75963	 2.49868	 5.64395	 0.08573	 0.10945	 0.72796	-1348.529503071	-1401718.295654415	53188.792583730
1343	 1.62218	 1.51605	 2.99583	 7.64201	 1.67629	 2.49100	 5.35260	 0.08547	 0.10911	 0.72573	-1348.562777186	-1401732.438510398	53169.661324289
1344	 1.73382	 1.60189	 3.13350	 7.62336	 1.73157	 2.48492	 5.23893	 0.08398	 0.10684	 0.73835	-1348.682197459	-1401741.451656856	53059.254198282
1345	 1.66245	 1.52071	 3.03503	 7.65310	 1.73833	 2.49462	 5.31744	 0.08430	 0.10786	 0.74123	-1348.467991441	-1401752.214391133	53284.222950028
1346	 1.56835	 1.57944	 3.16453	 8.13379	 1.64485	 2.49462	 5.31744	 0.08430	 0.10786	 0.74123	-1348.567015454	-1401705.681862403	53138.666408796
1347	 1.63419	 1.51880	 3.33161	 7.67892	 1.59716	 2.50220	 5.33360	 0.08456	 0.10819	 0.74349	-1348.523661339	-1401663.702290588	53140.040951113
1348	 1.53485	 1.51419	 3.24157	 7.65564	 1.65312	 2.49461	 5.31743	 0.08430	 0.10786	 0.74123	-1348.598448172	-1401708.979312486	53110.531140240
1349	 1.46508	 1.57291	 3.08352	 8.02861	 1.67075	 2.49244	 5.18098	 0.08423	 0.10777	 0.74059	-1348.557926471	-1401739.709864462	53181.783393199
1350	 1.38665	 1.60259	 3.03779	 8.42101	 1.75413	 2.59419	 5.19360	 0.08444	 0.10803	 0.74239	-1348.428893737	-1401729.740870822	53300.847134069
1351	 1.32383	 1.53593	 3.13965	 8.72127	 1.85262	 2.58533	 5.17586	 0.08415	 0.10766	 0.73986	-1348.518005838	-1401685.356763482	53167.350925468
1352	 1.31894	 1.47050	 2.99116	 8.87320	 1.88747	 2.57497	 5.15674	 0.08384	 0.10726	 0.73712	-1348.368311057	-1401683.819828447	53315.508771347
1353	 1.28254	 1.55038	 3.06176	 9.23698	 1.97448	 2.48355	 5.17655	 0.08416	 0.10767	 0.73996	-1348.421381764	-1401672.655277787	53251.273513762
1354	 1.24401	 1.54652	 3.05413	 9.21397	 2.00297	 2.47736	 5.16365	 0.08395	 0.10741	 0.72101	-1348.301238078	-1401749.009043814	53447.770965823
1355	 1.31144	 1.48052	 3.16689	 8.95828	 2.00891	 2.48472	 4.95308	 0.08420	 0.10772	 0.72315	-1348.412995240	-1401721.204574389	53308.209334609
1356	 1.36910	 1.38343	 3.32849	 9.35930	 2.06203	 2.62497	 4.96391	 0.08568	 0.10796	 0.73553	-1348.627825426	-1401716.523673297	53088.698247109
1357	 1.31484	 1.43227	 3.44182	 9.07468	 2.06609	 2.72133	 4.97369	 0.08585	 0.10165	 0.73698	-1348.705625711	-1401719.739012794	53014.113302118
1358	 1.27184	 1.34636	 3.30738	 9.15353	 2.15570	 2.62932	 4.96152	 0.08564	 0.10141	 0.73518	-1348.540895985	-1401689.640746237	53148.744761011
1359	 1.32963	 1.41319	 3.42871	 9.18126	 2.04142	 2.63728	 4.97655	 0.08590	 0.10171	 0.73741	-1348.448474766	-1401719.590906109	53271.116139624
1360	 1.29455	 1.45915	 3.33717	 8.75657	 2.13431	 2.63728	 5.13924	 0.08590	 0.10171	 0.73741	-1348.547906280	-1401723.821487708	53175.915207262
1361	 1.22830	 1.46416	 3.47872	 9.07257	 2.21046	 2.77249	 5.14734	 0.08603	 0.10187	 0.73857	-1348.746029069	-1401746.357546496	53000.328477833
1362	 1.28452	 1.43234	 3.57446	 9.47889	 2.27998	 2.77022	 5.14313	 0.08596	 0.10179	 0.74552	-1348.817016650	-1401790.287897114	52973.271247144
1363	 1.34034	 1.43464	 3.73130	 9.27141	 2.16405	 2.77467	 4.96509	 0.08610	 0.10195	 0.74672	-1348.782799612	-1401779.696626331	52996.897014356
1364	 1.27701	 1.42845	 3.71518	 8.79238	 2.04769	 2.82328	 4.94364	 0.08573	 0.10151	 0.74349	-1348.793403198	-1401775.887652853	52982.484454982
1365	 1.27701	 1.47075	 3.88967	 8.38081	 1.96834	 2.82328	 4.80847	 0.08573	 0.10151	 0.74349	-1348.588012735	-1401750.781923049	53162.769188261
1366	 1.21897	 1.42947	 3.78332	 8.88393	 2.07362	 2.83240	 4.92174	 0.08601	 0.10184	 0.74589	-1348.547448462	-1401740.447080203	53192.998618573
1367	 1.21524	 1.46713	 3.77173	 9.23499	 1.99960	 2.82372	 4.90666	 0.08574	 0.10153	 0.74361	-1348.599056171	-1401736.051888891	53136.995718114
1368	 1.24980	 1.47203	 3.91661	 9.50191	 1.90786	 2.83315	 4.92305	 0.08603	 0.10187	 0.74609	-1348.584863146	-1401741.209311517	53156.346165808
1369	 1.24469	 1.54078	 3.66450	 8.99358	 1.84529	 2.82155	 4.90289	 0.08568	 0.10145	 0.74304	-1348.735954697	-1401755.124870263	53019.170172770
1370	 1.17212	 1.58124	 3.81950	 9.33125	 1.87384	 2.76007	 5.09608	 0.08544	 0.10117	 0.74095	-1348.636667101	-1401753.945484342	53117.278383516
1371	 1.18800	 1.65613	 4.04983	 9.35554	 1.87872	 2.83512	 5.10935	 0.08566	 0.10143	 0.74288	-1348.782358234	-1401781.824024040	52999.465790194
1372	 1.18573	 1.65296	 3.88094	 9.06288	 1.92736	 2.89847	 5.01040	 0.08549	 0.10123	 0.74146	-1348.753349933	-1401736.650411846	52983.300479039
1373	 1.18975	 1.58053	 3.76165	 8.59228	 1.86200	 2.90538	 4.84750	 0.08570	 0.10148	 0.74322	-1348.954302650	-1401729.099098353	52774.796447934
1374	 1.25611	 1.51927	 3.66498	 8.29968	 1.75635	 2.91410	 4.86205	 0.08596	 0.10178	 0.76110	-1348.942126900	-1401749.887674949	52807.760774995
1375	 1.20737	 1.44115	 3.73007	 7.99966	 1.69290	 2.90409	 4.84535	 0.08566	 0.10143	 0.75849	-1348.700187588	-1401691.529755954	52991.342168445
1376	 1.14806	 1.38785	 3.60577	 7.56202	 1.60759	 2.89594	 4.64357	 0.08542	 0.10115	 0.75636	-1348.540002466	-1401675.583780489	53135.581314870
1377	 1.14939	 1.31451	 3.47288	 7.79165	 1.60946	 2.89931	 4.79823	 0.08552	 0.10126	 0.75724	-1348.619256138	-1401761.957042387	53142.700904075
1378	 1.10638	 1.24347	 3.34584	 7.77772	 1.65325	 2.78451	 4.78965	 0.08537	 0.10108	 0.75588	-1348.519311136	-1401700.319170386	53181.008034244
1379	 1.10454	 1.31213	 3.17247	 7.45434	 1.71121	 2.90907	 4.78169	 0.08522	 0.10091	 0.75463	-1348.453865404	-1401726.079105729	53272.213701232
1380	 1.16858	 1.38272	 3.28755	 7.27677	 1.65209	 2.92066	 4.80074	 0.08556	 0.10132	 0.75763	-1348.499168016	-1401721.989497207	53222.821481280
